"city","state","total_orders","total_sales"
"matias olímpio","PI","10","1200"
"poção","PE","4","1199.96"
"santa cruz do piaui","PI","10","1199.8999999999999"
"ewbank da camara","MG","15","1199.85"
"bom jesus do amparo","MG","6","1199.34"
"sardoa","MG","10","1199"
"caridade","CE","12","1198.8"
"andarai","BA","15","1198.5"
"alexandrita","MG","24","1197.5999999999997"
"claraval","MG","7","1197"
"sao miguel de touros","RN","6","1196.6999999999998"
"madalena","CE","9","1196.1000000000001"
"ituaçu","BA","12","1195.5"
"macuco de minas","MG","6","1194"
"morro da garca","MG","6","1194"
"fagundes","PB","6","1193.4"
"irapuã","SP","30","1192.7999999999997"
"santo antonio do leste","MT","8","1192"
"heliopolis","BA","8","1192"
"são domingos","SC","16","1191.92"
"maracana","SC","25","1190"
"janduis","RN","14","1189.86"
"formosa da serra negra","MA","12","1188"
"itaporã","MS","18","1187.2800000000002"
"sao jose do divino","MG","8","1184"
"sao jose do xingu","MT","24","1183.1999999999998"
"orocó","PE","12","1179.6"
"caraibas","BA","5","1179.5"
"ângulo","PR","16","1178.8000000000002"
"salto do jacuí","RS","30","1178.16"
"dom silvério","MG","12","1176.72"
"santa inês","BA","12","1175.6"
"teolandia","BA","28","1174.6"
"sao pedro do iguacu","PR","10","1173"
"sao sebastiao da amoreira","PR","26","1170"
"ibiracatu","MG","9","1169.91"
"grupiara","MG","9","1169.46"
"porto estrela","MT","9","1169.1000000000001"
"avelino lopes","PI","32","1166.24"
"alagoa","MG","15","1165.2"
"santo antonio do leverger","MT","12","1164"
"são josé do divino","PI","2","1158"
"presidente kubitschek","MG","20","1154.3000000000004"
"itape","BA","5","1150"
"santana do deserto","MG","6","1145.4"
"são josé do belmonte","PE","10","1144.5"
"baixa grande","BA","26","1144"
"angelina","SC","9","1142.9099999999999"
"sao bernardino","SC","6","1139.4"
"ipiabas","RJ","10","1137.7399999999998"
"caracol","MS","12","1128"
"bugre","MG","6","1127.4"
"guarulhos-sp","SP","13","1126.5400000000002"
"itaporanga d'ajuda","SE","7","1119.93"
"coração de maria","BA","4","1119.6"
"américo de campos","SP","4","1119.6"
"marilândia do sul","PR","7","1119.3000000000002"
"governador dix-sept rosado","RN","7","1119.3"
"paraiso","SC","14","1118.6"
"novo lino","AL","14","1118.6"
"onda verde","SP","16","1116.96"
"são josé do cerrito","SC","12","1115.56"
"sao patricio","GO","7","1110.9"
"bandeirantes do tocantins","TO","6","1109.94"
"nossa senhora da glória","SE","10","1107.25"
"sao nicolau","RS","9","1106.9099999999999"
"herval d' oeste","SC","14","1106.74"
"herval doeste","SC","14","1106.74"
"itapecuru-mirim","MA","8","1105.94"
"são simão","GO","12","1105.8"
"ribeiropolis","SE","17","1105"
"ribeirão vermelho","MG","12","1102.8000000000002"
"apiacas","MT","38","1101.6200000000001"
"wenceslau guimaraes","BA","10","1100"
"rubelita","MG","19","1099.9099999999999"
"claro dos pocoes","MG","11","1099.8899999999999"
"nazaré da mata","PE","11","1099.8899999999999"
"banzae","BA","11","1099.8899999999999"
"santa clara d'oeste","SP","11","1099.8899999999999"
"santa quiteria do maranhao","MA","22","1097.7999999999997"
"esperantina","TO","13","1097.72"
"monte formoso","MG","30","1094.8500000000001"
"populina","SP","46","1094.8"
"rubiácea","SP","10","1094"
"almas","TO","28","1092"
"lençóis","BA","10","1090"
"arenopolis","GO","10","1089"
"francisco dumont","MG","20","1088.9"
"conceicao do caninde","PI","7","1088.0800000000002"
"sao francisco","SP","18","1087.83"
"cubati","PB","16","1087.1200000000001"
"estrela doeste","SP","6","1085.91"
"são pedro do sul","RS","11","1085.7"
"juvenilia","MG","42","1084.7200000000003"
"gastão vidigal","SP","15","1084.4"
"magalhães de almeida","MA","4","1083.6"
"cariri do tocantins","TO","12","1083.56"
"senador la rocque","MA","12","1080"
"campinacu","GO","6","1079.4"
"ipiranga de goias","GO","9","1079.1"
"antônio carlos","SC","10","1079"
"redencao da serra","SP","12","1078.8"
"aracitaba","MG","18","1078.1999999999998"
"mesquita","MG","18","1078.1999999999998"
"guaratinga","BA","50","1074.75"
"cipó","BA","6","1074"
"afrânio","PE","6","1073.6999999999998"
"ribeirão do sul","SP","12","1073.6999999999998"
"caibaté","RS","9","1073.6399999999999"
"indiaporã","SP","9","1070.01"
"coronel domingos soares","PR","12","1068"
"arapua","MG","12","1068"
"são gonçalo do abaeté","MG","12","1067.94"
"brasilândia de minas","MG","14","1067.5"
"irineópolis","SC","20","1064.1000000000001"
"agua fria de goias","GO","7","1064"
"portelandia","GO","21","1062.8"
"balneario de picarras","SC","14","1060.86"
"corumbaíba","GO","24","1060.8"
"sucesso","CE","9","1058.6999999999998"
"presidente medici","MA","10","1050"
"santo expedito do sul","RS","5","1049.95"
"pratapolis","MG","21","1049.79"
"boa vista das missões","RS","3","1049.6999999999998"
"curuçá","PA","6","1049.4"
"celina","ES","12","1049.4"
"remigio","PB","7","1049.3"
"sao jose do piaui","PI","7","1049.3"
"tacaratu","PE","14","1048.6"
"rio dos cedros","SC","21","1047.8999999999999"
"belmonte","SC","21","1047.8999999999999"
"carmopolis","SE","24","1047.7200000000003"
"sao roque do cannaa","ES","15","1044"
"macambira","SE","6","1043.4"
"mãe do rio","PA","14","1042.23"
"são miguel do anta","MG","12","1041.54"
"monções","SP","6","1040.94"
"jaboatão dos gurarapes","PE","7","1040.37"
"goncalves dias","MA","16","1040"
"paranapua","SP","32","1039.8400000000001"
"araruna","PB","8","1039.2"
"mairipotaba","GO","8","1038.16"
"nova esperança do sul","RS","24","1037.5999999999997"
"cabrália paulista","SP","20","1036.45"
"boa vista do gurupi","MA","22","1032.79"
"vitorino","PR","21","1029"
"divinopolis de goias","GO","13","1027"
"pimenteiras","PI","20","1025"
"ceilandia norte","DF","9","1023.84"
"paiva","MG","14","1023.4"
"são carlos do ivaí","PR","11","1023"
"imaculada","PB","9","1022.67"
"centralina","MG","34","1019.6600000000001"
"icaraí de minas","MG","8","1019.5999999999999"
"nova fátima","PR","16","1019.56"
"olho d agua das flores","AL","12","1017.9200000000001"
"japuíba","RJ","8","1017.58"
"aragoiania","GO","9","1016.1"
"monte castelo","SC","13","1014"
"jundiaí do sul","PR","9","1013.9100000000001"
"santo antonio do aventureiro","MG","13","1013.87"
"xangrila","RS","9","1013.5799999999999"
"barro alto","BA","22","1011.8900000000001"
"brotas de macaúbas","BA","6","1008"
"piau","MG","16","1007.1199999999999"
"santa bárbara do sul","RS","14","1006.5999999999999"
"campo do tenente","PR","18","1006.1999999999998"
"brazlândia","DF","4","1004.79"
"canindé de são francisco","SE","8","1003.1999999999999"
"macedônia","SP","12","1002.6300000000001"
"glicério","SP","6","1001.97"
"vargeão","SC","2","999.8"
"suzanapolis","SP","13","999.6999999999999"
"campestre do maranhão","MA","8","999.56"
"sao pedro do butia","RS","10","999"
"santana de pirapama","MG","20","997.9999999999999"
"jatobá","PE","8","996.5"
"capitão andrade","MG","5","995"
"guarujá do sul","SC","12","994.3199999999999"
"potiraguá","BA","16","991.94"
"corumbatai","SP","40","991.8000000000002"
"peixe","TO","11","989.89"
"ipiranga do sul","RS","9","989.1000000000001"
"nova canaa paulista","SP","18","989.01"
"ipiguá","SP","8","988.96"
"aiuaba","CE","9","987.3000000000002"
"ibiassucê","BA","12","987"
"eldorado","MS","38","984.1999999999997"
"aurilandia","GO","8","983.9199999999998"
"agua santa","RS","12","983.4000000000001"
"jussari","BA","14","979.9300000000001"
"santo estêvão","BA","6","979.81"
"uruçuca","BA","10","979.4999999999999"
"nova brescia","RS","20","977.9999999999999"
"ouro verde de minas","MG","24","969.4799999999999"
"condeuba","BA","17","968.83"
"são josé do hortêncio","RS","6","968.67"
"anta","RJ","12","967.52"
"ocauçu","SP","20","966.4"
"pindaré mirim","MA","6","963.8"
"pedrinópolis","MG","10","962.02"
"monte alegre de sergipe","SE","12","960"
"erebango","RS","8","959.92"
"materlandia","MG","24","959.76"
"franca sp","SP","13","959.0199999999999"
"oleo","SP","16","958.4"
"morro grande","SC","16","958.3999999999999"
"porto lucena","RS","16","958.24"
"alto caparaó","MG","4","957.8"
"igarape-miri","PA","34","951.6600000000001"
"treviso","SC","8","951.2"
"dona euzébia","MG","6","950.67"
"sao benedito do rio preto","MA","10","950"
"irauçuba","CE","10","949.45"
"banabuiu","CE","12","948"
"ipixuna do pará","PA","10","940"
"porto esperidião","MT","8","939.2"
"campo grande do piaui","PI","6","935.94"
"anastácio","MS","16","935.1999999999998"
"araricá","RS","10","935"
"vila nova do sul","RS","11","934.8899999999999"
"delfinópolis","MG","20","934.36"
"tauá","CE","10","933.13"
"luizlândia do oeste","MG","8","931.96"
"água branca","PI","14","930.2999999999998"
"mariópolis","PR","6","929.94"
"são pedro da água branca","MA","3","929.6999999999999"
"são tomás de aquino","MG","12","929.4"
"vereda","BA","6","928.1999999999999"
"herculândia","SP","15","924.4499999999999"
"rio doce","MG","28","924"
"deodapolis","MS","24","921.5999999999997"
"canapi","AL","4","920"
"baraúna","RN","4","919.96"
"igapora","BA","23","919.7700000000001"
"japi","RN","4","919.6"
"novo oriente do piaui","PI","12","912.06"
"boqueirão do leão","RS","8","911.6"
"chiapetta","RS","7","909.9300000000001"
"riacho da cruz","RN","7","909.3"
"sao bonifacio","SC","9","909"
"ilópolis","RS","15","909"
"itutinga","MG","13","908.6999999999999"
"caririaçu","CE","4","908"
"alagoa nova","PB","8","904"
"vila dos cabanos","PA","8","902.46"
"itajá","GO","3","902"
"luiziânia","SP","12","901.96"
"sao jose dos cordeiros","PB","5","900"
"centro novo do maranhão","MA","3","899.97"
"japaratuba","SE","9","899.91"
"brejo dos santos","PB","10","899.8999999999999"
"arame","MA","30","899.7"
"santa rita de jacutinga","MG","30","899.7"
"aparecida de monte alto","SP","5","899.5"
"coronel pacheco","MG","9","899.1"
"umburanas","BA","9","899.0999999999999"
"redencao do gurgueia","PI","10","898.9999999999999"
"cerrito","RS","15","898.4999999999999"
"zortea","SC","18","898.2"
"bocaiuva do sul","PR","36","898.02"
"baturité","CE","6","895.94"
"mato leitao","RS","15","895"
"simao pereira","MG","6","894"
"heliópolis","BA","6","894"
"belo horizonta","MG","6","893.48"
"santa barbara de goias","GO","5","892.5899999999999"
"palhano","CE","9","891"
"tiradentes do sul","RS","19","890.34"
"alto alegre do maranhao","MA","10","888.9999999999999"
"farol","PR","7","888.93"
"gentio do ouro","BA","9","888.3000000000002"
"novo mundo","MT","15","887.2499999999999"
"jussara","PR","30","884.7"
"bonfinópolis","GO","8","883.74"
"limeira d oeste","MG","6","883.3999999999999"
"tuiuti","SP","18","882"
"monte santo","BA","38","881.9800000000001"
"sant'ana do livramento","RS","13","880.6900000000002"
"salinas da margarida","BA","16","880"
"arara","PB","8","879.1999999999999"
"querência do norte","PR","11","878.8999999999999"
"nossa senhora das gracas","PR","32","876.7999999999997"
"laje do muriaé","RJ","4","876"
"mariano moro","RS","7","875"
"brejoes","BA","7","874.3"
"ibiracu","ES","64","873.5999999999996"
"california da barra (barra do pirai)","RJ","8","871.97"
"água doce","SC","6","869.94"
"tapiraí","SP","16","869.2"
"capitao","RS","16","862.3999999999999"
"caetes","PE","7","860.3"
"tabaporã","MT","8","859.5999999999999"
"irará","BA","10","859.45"
"crisópolis","BA","16","858.3999999999999"
"santo inacio","PR","13","856.6999999999999"
"augustinópolis","TO","8","856"
"queiroz","SP","19","855"
"santa cecilia do pavao","PR","15","854.85"
"desembargador otoni","MG","5","849.95"
"leopoldo de bulhões","GO","3","849.06"
"urucurituba","AM","10","849"
"itaguaru","GO","20","848.9"
"alto jequitibá","MG","12","847.56"
"antônio prado de minas","MG","9","846"
"bras pires","MG","22","844.7999999999998"
"são joão de iracema","SP","15","841.9"
"quatituba","MG","8","840"
"morro do ferro","MG","7","840"
"novo machado","RS","14","839.86"
"camacho","MG","14","839.8599999999999"
"buriti alegre","GO","28","839.72"
"são joão do oriente","MG","6","839.6999999999999"
"aceguá","RS","8","839.5999999999999"
"alto alegre","RS","6","839.4000000000001"
"serranopolis de minas","MG","7","839.3"
"lupionópolis","PR","8","839"
"teolândia","BA","20","839"
"buriti do tocantins","TO","14","838.5999999999999"
"cupira","PE","21","837.8999999999999"
"acajutiba","BA","29","837.8099999999997"
"mojui dos campos","PA","14","837.1300000000001"
"andrelândia","MG","35","835.5200000000001"
"ibirajá","BA","6","833.8499999999999"
"sao jorge","RS","13","831.87"
"são josé do barreiro","SP","12","830.3600000000001"
"travessao","RJ","10","828.18"
"santo antônio da alegria","SP","12","827.16"
"nova guataporanga","SP","11","825"
"ivaté","PR","9","821.94"
"água branca","PB","8","819.96"
"rio de janeiro, rio de janeiro, brasil","RJ","9","819.96"
"ulianopolis","PA","30","819.0000000000002"
"áurea","RS","4","819"
"chapadao do lageado","SC","9","818.1"
"quevedos","RS","18","818.0999999999999"
"paranoa","DF","8","816.3899999999999"
"matelândia","PR","28","811.72"
"jacare (cabreuva)","SP","10","810.0399999999998"
"jacaré (cabreúva)","SP","10","810.0399999999998"
"britânia","GO","9","809.91"
"são paulo das missões","RS","6","809.74"
"quixada","PE","6","809.4"
"pedras altas","RS","9","809.1000000000001"
"rancho alegre","PR","9","809.1"
"coronel joao pessoa","RN","9","809.0999999999999"
"luzilândia","PI","15","808.9999999999998"
"nova brasilandia d oeste","RO","4","805.5999999999999"
"lagoa da canoa","AL","5","804.95"
"dom basilio","BA","32","802.2399999999999"
"ibipeba","BA","13","802.0999999999999"
"lucena","PB","9","801"
"taparuba","MG","9","801"
"uiraúna","PB","8","799.6000000000001"
"sandolândia","TO","1","799"
"santa terezinha","SC","16","798.4"
"chorrocho","BA","16","798.3999999999999"
"ibitira","BA","2","798"
"são miguel do gostoso","RN","4","797.8"
"francisco dantas","RN","4","795.6"
"machadinho d oeste","RO","6","793.96"
"bertopolis","MG","12","790.8000000000001"
"são joaquim do monte","PE","10","790"
"são pedro de alcântara","SC","6","789"
"bataipora","MS","6","784.3800000000001"
"lago verde","MA","8","784"
"aurora do para","PA","10","780"
"formoso","GO","20","780"
"guia lopes da laguna","MS","26","779.74"
"sarutaia","SP","13","778.6999999999998"
"são félix de minas","MG","2","777.8"
"altamira do parana","PR","6","777.3000000000001"
"duas barras","RJ","52","774.2799999999996"
"galvao","SC","13","773.5"
"itanhanga","MT","11","769.89"
"vila nova","PR","18","769.23"
"minas do leão","RS","3","768"
"jatauba","PE","12","761.34"
"santa maria do salto","MG","20","760"
"aracatu","BA","10","759.9"
"ibateguara","AL","20","758.9999999999999"
"santo antônio do planalto","RS","4","756"
"são joão do itaperiú","SC","1","755.99"
"jatoba","MA","5","749.95"
"senhora dos remedios","MG","25","749.75"
"divinésia","MG","3","749.7"
"são jorge d'oeste","PR","12","748.8"
"botuverá","SC","6","745.1999999999999"
"urucânia","MG","5","745"
"sao joao dalianca","GO","3","743.53"
"coração de jesus","MG","18","743.3999999999999"
"vila pereira","MG","8","742.4"
"itaara","RS","13","740.87"
"abaré","BA","8","740.76"
"sapeaçu","BA","9","740.3700000000001"
"goianorte","TO","8","739.96"
"antônio cardoso","BA","4","739.78"
"palmeira doeste","SP","12","738.16"
"maquine","RS","6","737.9399999999999"
"conceição do tocantins","TO","6","735.94"
"teofilândia","BA","12","735.52"
"tamandare","PE","15","735"
"taquarana","AL","5","734.95"
"são sebastião","DF","6","733.27"
"inácio martins","PR","15","728.97"
"divinopolis do tocantins","TO","6","725.9399999999999"
"camocim de são félix","PE","6","725.8"
"boraceia","SP","25","725"
"vespasiano correa","RS","5","724.95"
"cariré","CE","15","723.9499999999999"
"jordanésia","SP","11","723.65"
"junqueiro","AL","4","721.78"
"vicosa do ceara","CE","38","720.1"
"galinhos","RN","3","720"
"santa barbara do para","PA","4","719.84"
"junco do seridó","PB","6","719.67"
"cândido mendes","MA","6","719.4000000000001"
"braunas","MG","8","719.2"
"campo bonito","PR","9","719.1"
"bonito de santa fe","PB","6","717.6"
"mojuí dos campos","PA","12","717.5400000000001"
"saude","BA","12","716.4"
"álvaro de carvalho","SP","4","716"
"taquaraçu de minas","MG","4","716"
"poção de pedras","MA","4","716"
"jequia da praia","AL","5","715.73"
"umbaúba","SE","12","715.5999999999999"
"oeiras do pará","PA","8","714.5999999999999"
"são josé da boa vista","PR","6","713.9399999999999"
"nazário","GO","6","713.67"
"aguas mornas","SC","8","713.2"
"são pedro do turvo","SP","16","711.1999999999999"
"caldeirao grande","BA","6","709.6"
"uruburetama","CE","12","707.88"
"marcelino vieira","RN","6","706.2"
"neópolis","SE","3","705"
"chácara","MG","8","702.8000000000001"
"salto do céu","MT","10","701.95"
"cristinapolis","SE","9","701.0999999999999"
"paraí","RS","9","700.1999999999999"
"anaurilândia","MS","10","699.9"
"são joão da urtiga","RS","5","699.5"
"amparo da serra","MG","14","699.3000000000001"
"nova ubirata","MT","7","699.3000000000001"
"olhos d'agua","MG","7","699.3000000000001"
"rodolfo fernandes","RN","14","699.23"
"murici","AL","14","698.5999999999998"
"pindorama do tocantins","TO","14","697.62"
"ipê","RS","8","695.6"
"brazabrantes","GO","26","695.5"
"adhemar de barros","PR","5","695"
"simolândia","GO","10","694.95"
"anguera","BA","7","693"
"morro de são paulo","BA","4","691.96"
"espírito santo do turvo","SP","9","689.0999999999999"
"piaçabuçu","AL","6","686.7"
"varzea do poco","BA","12","683.88"
"passagem franca","MA","36","683.6400000000002"
"felício dos santos","MG","4","679.6"
"tocos","RJ","4","677.8"
"brazlandia","DF","8","676.48"
"fenix","PR","15","674.85"
"tejupá","SP","6","670.36"
"alta floresta doeste","RO","3","669.89"
"icaraima","PR","24","669.5999999999999"
"pontalinda","SP","22","668.7999999999997"
"purilandia","RJ","4","667.96"
"itaú","RN","2","666.8"
"adrianopolis","PR","9","665.1"
"meruoca","CE","14","665"
"patrocínio do muriaé","MG","14","663.5999999999998"
"jandaira","BA","11","659.89"
"mercês","MG","12","659.28"
"padre paraíso","MG","11","658.9"
"união","PI","2","658"
"puxinana","PB","3","657"
"jesuânia","MG","12","655.96"
"pendências","RN","4","653"
"núcleo bandeirante","DF","9","650.64"
"arapeí","SP","4","649.78"
"nova america da colina","PR","11","648.89"
"itabirinha de mantena","MG","6","648"
"picuí","PB","12","647.94"
"colonia vitoria","PR","14","647.8"
"santana do itarare","PR","12","646.8"
"rosario","MA","23","646.76"
"divino das laranjeiras","MG","18","646.1999999999998"
"agudo","RS","38","646"
"amontada","CE","14","642.5999999999999"
"sao joao da parauna","GO","4","639.96"
"jose da penha","RN","4","639.96"
"frutuoso gomes","RN","8","639.92"
"monte belo do sul","RS","16","639.84"
"barracao","PR","32","639.6800000000001"
"mimoso de goias","GO","4","639.6"
"são domingos do maranhão","MA","10","639.4499999999999"
"indianopolis","MG","22","637.78"
"foz do jordao","PR","13","637"
"jequitibá","MG","2","636.9"
"vicosa","AL","29","635.0999999999997"
"varjão de minas","MG","12","634.8"
"sao thome das letras","MG","24","633.6"
"abaíra","BA","8","631.96"
"águia branca","ES","8","631.5600000000001"
"vitória do mearim","MA","16","631.1999999999999"
"novo itacolomi","PR","14","630"
"antonio martins","RN","14","630"
"dois riachos","AL","6","629.9399999999999"
"sao fernando","RN","5","629.5"
"ilicínea","MG","7","629.3000000000001"
"lamim","MG","7","629.3"
"nova canaã","BA","8","627.6"
"inocencia","MS","17","627.3"
"olho d agua das cunhas","MA","4","625.98"
"charrua","RS","5","625"
"massapê","CE","8","623.5999999999999"
"campina das missões","RS","8","623.2"
"califórnia","PR","12","622.8"
"são josé da bela vista","SP","8","621.68"
"felipe guerra","RN","5","614.9499999999999"
"antonina do norte","CE","16","614.3999999999999"
"sao joao da serra negra","MG","8","610.52"
"vermelho novo","MG","18","609.66"
"braco do rio","ES","12","608.9399999999999"
"são josé do goiabal","MG","6","608.6999999999999"
"bodocó","PE","6","608.4"
"damianopolis","GO","36","605.52"
"divinópolis do tocantins","TO","5","604.9499999999999"
"pirapo","PR","8","602.16"
"novo brasil","ES","7","601.3000000000001"
"felixlândia","MG","8","600"
"severiano melo","RN","5","600"
"americano","PA","2","599.98"
"ribeirãozinho","MT","4","599.96"
"alegrete do piaui","PI","4","599.6"
"sardoá","MG","5","599.5"
"olhos d'água","MG","6","599.4000000000001"
"nova timboteua","PA","6","599.4000000000001"
"siderópolis","SC","8","599.4"
"frei gaspar","MG","8","599.1999999999999"
"praia grande","ES","10","599"
"sacra familia do tingua","RJ","5","599"
"silveira martins","RS","10","599"
"fatima","TO","10","598.9999999999999"
"guaraquecaba","PR","12","598.8"
"almirante tamandare do sul","RS","12","598.8"
"maribondo","AL","12","598.7999999999998"
"itatiba do sul","RS","15","598.5"
"pescador","MG","20","598"
"palminópolis","GO","3","597"
"alto alegre do pindaré","MA","3","597"
"pântano grande","RS","6","595.58"
"montadas","PB","7","594.93"
"cotegipe","BA","7","594.93"
"paulistania","SP","6","594"
"nova resende","MG","54","593.4600000000002"
"antonio goncalves","BA","17","593.2999999999998"
"barracão","RS","12","590.94"
"cerro negro","SC","10","590"
"rio rufino","SC","10","590"
"veríssimo","MG","6","588.24"
"jacareacanga","PA","12","588"
"durandé","MG","10","587.45"
"senador salgado filho","RS","7","586.5999999999999"
"turvania","GO","14","585.9"
"campo alegre do fidalgo","PI","6","584.9399999999999"
"cruzália","SP","8","584.8"
"itaquitinga","PE","18","584.0099999999999"
"pedra do indaia","MG","8","583.92"
"mato rico","PR","8","583.1999999999999"
"eugenio de castro","RS","6","582"
"quixelo","CE","10","579.95"
"diamante d  oeste","PR","2","579.8"
"turvolândia","MG","8","575.6"
"luís correia","PI","5","575"
"nova guarita","MT","23","575"
"barao","RS","18","574.2"
"agua branca","AL","18","574.1999999999999"
"anage","BA","18","574.1999999999998"
"botelho","SP","3","569.9399999999999"
"vila bela da santissima trindade","MT","19","569.81"
"barra de santo antônio","AL","2","567"
"barra de  santo antônio","AL","2","567"
"granada","MG","10","563.36"
"pindoretama","CE","15","563.25"
"sao joao do paraiso","MA","7","560.28"
"capistrano","CE","16","560"
"nossa senhora de lourdes","SE","7","559.93"
"paraiso das aguas","MS","16","559.84"
"ilha grande","PI","4","559.6"
"central de santa helena","MG","4","559.6"
"renascença","PR","8","559.1999999999999"
"natercia","MG","14","558.5999999999999"
"são valentim","RS","3","557.89"
"campanário","MG","4","557.4"
"álvares florence","SP","9","557.28"
"caldas brandao","PB","4","556"
"jardim olinda","PR","4","556"
"são sebastião do rio verde","MG","4","556"
"dário meira","BA","8","555.96"
"itaguajé","PR","8","555.1999999999999"
"satubinha","MA","12","555.16"
"epitaciolandia","AC","6","554.0400000000001"
"epitaciolândia","AC","6","554.04"
"balbinos","SP","10","553.2"
"combinado","TO","19","551"
"lagoa","PB","5","550"
"serranópolis do iguaçu","PR","4","549.78"
"ocara","CE","10","549.4499999999999"
"guarani das missões","RS","16","549.28"
"herveiras","RS","5","545"
"japaraiba","MG","5","544.5"
"picada cafe","RS","17","544"
"jordanesia","SP","9","541.0699999999999"
"avaí","SP","3","539.97"
"tapinas","SP","6","539.9399999999999"
"japoatã","SE","3","539.7"
"florinia","SP","13","539.5"
"jaupaci","GO","6","539.4"
"pedranopolis","SP","9","539.0999999999999"
"engenheiro balduino","SP","6","538.8"
"apore","GO","4","538.56"
"antonio carlos","MG","18","538.2"
"nova olinda","TO","18","538.1999999999999"
"jacigua","ES","8","537.96"
"deodápolis","MS","14","537.5999999999999"
"atalaia","AL","6","537.48"
"jaborá","SC","4","535.8"
"são miguel do tapuio","PI","3","534"
"acucena","MG","14","532"
"janiópolis","PR","8","531.94"
"maurilândia","GO","8","531.26"
"nova boa vista","RS","10","529"
"salvador ","BA","6","528.59"
"iguaraçu","PR","3","525.7"
"jerico","PB","7","525"
"conrado","RJ","5","524.5"
"são joão da mata","MG","9","524.34"
"cassia dos coqueiros","SP","7","524.3"
"paraiso do sul","RS","18","521.82"
"inga","PB","4","520"
"mar vermelho","AL","2","519.98"
"mauá da serra","PR","8","519.96"
"sao benedito do sul","PE","13","519.87"
"tupassi","PR","26","517.4"
"são mamede","PB","6","516"
"inaja","PR","18","512.0999999999999"
"cacaulandia","RO","7","510.3"
"isaias coelho","PI","3","510"
"lagoa d'anta","RN","3","510"
"ipueira","RN","3","509.97"
"são miguel das matas","BA","3","509.82"
"pindobaçu","BA","9","509.69999999999993"
"guzolândia","SP","5","508.1"
"corumbá de goiás","GO","8","507.96000000000004"
"braço do rio","ES","10","507.45"
"urupá","RO","6","507.14000000000004"
"sao goncalo do rio das pedras","MG","3","507"
"itamira","BA","15","503.9999999999999"
"passo de camaragibe","AL","24","503.7600000000001"
"guarará","MG","2","501.99"
"engenheiro passos","RJ","4","501.78000000000003"
"são joão do paraíso","RJ","3","500.97"
"são desidério","BA","4","500"
"jequiriçá","BA","1","499.99"
"nova roma","GO","10","499.90000000000003"
"pratápolis","MG","10","499.9"
"frei rogerio","SC","5","499.50000000000006"
"sao jorge do oeste","PR","8","499.20000000000005"
"vila flor","RN","5","498.65000000000003"
"brejo grande","SE","2","498"
"imbaú","PR","8","496.8"
"piraúba","MG","6","495.54"
"tocos do moji","MG","9","495"
"canaa","MG","9","494.90999999999997"
"itapiuna","CE","18","494.8200000000001"
"prata","PB","9","494.0999999999999"
"rosario do ivai","PR","17","493"
"santa salete","SP","6","491.94"
"caetés","PE","4","491.6"
"protasio alves","RS","8","491.6"
"taquarucu do sul","RS","7","490"
"são sebastião do alto","RJ","6","488.98"
"teixeira","PB","14","488.6"
"maçambará","RS","6","488.22"
"guarinos","GO","12","487.15999999999997"
"assaré","CE","6","486"
"barrolandia","TO","12","485.94000000000005"
"bias fortes","MG","12","485.40000000000003"
"coronel martins","SC","8","485.20000000000005"
"lebon régis","SC","9","485.1"
"angélica","MS","9","485.0999999999999"
"ananás","TO","5","484"
"carajas","PA","4","483.22"
"carmésia","MG","2","482.2"
"carvalhópolis","MG","6","480.65999999999997"
"ingai","MG","5","480"
"santa filomena","PE","3","480"
"jamapara","RJ","15","480"
"santo antonio do canaa","ES","3","480"
"coreau","CE","16","479.8400000000001"
"vertentes","PE","20","479.8000000000001"
"itapirapuã paulista","SP","2","479.79999999999995"
"monteiropolis","AL","3","479.70000000000005"
"andaraí","BA","6","479.4"
"lagoa dos patos","MG","8","479.2"
"itacurussa","RJ","8","479.19999999999993"
"aguas claras","RS","5","479"
"elisio medrado","BA","12","478.91999999999996"
"jesupolis","GO","6","477.99"
"brasileia","AC","24","477.6"
"presidente nereu","SC","9","476.90999999999997"
"marinópolis","SP","6","476.64"
"maracajá","SC","10","476"
"são cristóvão do sul","SC","4","475.96"
"guajara mirim","RO","12","475.55999999999995"
"dionísio","MG","8","475.20000000000005"
"barro preto","BA","4","475.2"
"riacho fundo 2","DF","5","474.45"
"teresina de goias","GO","6","474"
"praia norte","TO","6","474"
"croata","CE","8","471.92"
"caraíbas","BA","2","471.8"
"buíque","PE","2","470"
"muliterno","RS","2","470"
"são tomé","PR","4","468.14"
"chalé","MG","8","465.6"
"careaçu","MG","12","464.52"
"quixelô","CE","8","463.96000000000004"
"coxilha","RS","8","463.6"
"ouro verde do oeste","PR","31","461.9000000000001"
"moreilândia","PE","4","461.8"
"santo inácio","PR","7","461.30000000000007"
"itapé","BA","2","460"
"silvanópolis","TO","2","459.98"
"são paulo do potengi","RN","4","459.8"
"enéas marques","PR","15","455.03999999999996"
"ibicaré","SC","4","454.8"
"jardim de piranhas","RN","19","454.1"
"gabriel monteiro","SP","13","453.69999999999993"
"aparecida de são manuel","SP","4","452.6"
"sao joao batista","MA","4","452"
"nova santa bárbara","PR","4","452"
"estrela do indaiá","MG","8","451.19999999999993"
"santo antônio do itambé","MG","6","450.12"
"cocalzinho de goiás","GO","3","449.70000000000005"
"remígio","PB","3","449.70000000000005"
"santa cecilia","PB","3","449.70000000000005"
"retirolândia","BA","5","449.5"
